pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
0x383e6b4437b59fff47b619cba855ca29342a8559,"PYUSD / USDC",curve,paypal-usd,usd-coin,,,above,both_quote,10478263,163588476
0xe8f7c89c5efa061e340f2d2f206ec78fd8f7e124,"cbBTC / WBTC 0.01%",uniswap_v3,coinbase-wrapped-btc,wrapped-bitcoin,,,above,both_quote,10315284,95178503
0xdc24316b9ae028f1497c275eb9192a3ea0f67022,"stETH / ETH",curve,staked-ether,ethereum,,,above,both_quote,10027745,107347784
0x19e129c09646e22a87fe24c243a15ab893f97859,"CRD / USDT 0.01%",uniswap_v3,,tether,CRD,,unknown,gt_fdv_only_above_threshold,9952072,17237280
0x5b03cccab7ba3010fa5cad23746cbf0794938e96,"USDT / USDe",curve,tether,ethena-usde,,,above,both_quote,9071001,168236893
0xbf8fc52a30d6500e86c681f082d3524e35fb4ceb21ded8c13c6ce3968690adc6,"cbBTC / WBTC 0.005%",uniswap-v4-ethereum,coinbase-wrapped-btc,wrapped-bitcoin,,,above,both_quote,9033525,101621762
0xe500210c7ea6bfd9f69dce044b09ef384ec2b34832f132baec3b418208e3a657,"USDC / WETH",uniswap-v4-ethereum,usd-coin,weth,,,above,both_quote,8482380,218807216
0x5018be882dcce5e3f2f3b0913ae2096b9b3fb61f,"USDC / fxUSD",curve,usd-coin,f-x-protocol-fxusd,f-x-protocol-fxusd,79697827,below,single_subject:cg_mcap,8216517,73820015
0x21c67e77068de97969ba93d4aab21826d33ca12bb9f565d8496e8fda8a82ca27,"ETH / USDC 0.05%",uniswap-v4-ethereum,ethereum,usd-coin,,,above,both_quote,8082945,150519970
0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,"UNI / WETH 0.3%",uniswap_v3,uniswap,weth,uniswap,3952497590,above,single_subject:cg_mcap,7637149,128357598
0xe0e0e08a6a4b9dc7bd67bcb7aade5cf48157d444-0xca5b3ef9770bb95940bd4e0bff5ead70a5973d904a8b370b52147820e61a2ff6,"USDC / USDT",ekubo-v2-ethereum,usd-coin,tether,,,above,both_quote,7366874,206340082
0x90078845bceb849b171873cfbc92db8540e9c803ff57d9d21b1215ec158e79b3,"USDT / WETH",uniswap-v4-ethereum,tether,weth,,,above,both_quote,7366508,213244127
0x390f3595bca2df7d23783dfd126427cceb997bf4,"crvUSD / USDT",curve,crvusd,tether,,,above,both_quote,6994341,200035169
0xe41be7b340f7c2eda4da1e99b42ee1b228b526b7,"apyUSD / apxUSD",curve,apyusd,apxusd,apyusd,178974554,above,single_subject:cg_mcap,6804054,16503796
0x836951eb21f3df98273517b7249dceff270d34bf,"USDC / ETH",fluid-ethereum,usd-coin,ethereum,,,above,both_quote,6653196,222032057
0xb2b5618903d74bbac9e9049a035c3827afc4487cde3b994a1568b050f4c8e2e4,"ETH / LINK 0.3%",uniswap-v4-ethereum,ethereum,chainlink,chainlink,8148325666,above,single_subject:cg_mcap,6232122,170658537
0xad1a21f61d653c6101b92c335f61140459c81c79,"MOTO / WETH",uniswap_v2,,weth,MOTO,35385349,below,single_subject:gt_fdv,6028081,6208615
0x56fc29b86900aa0afa6e20b020429bffba1105cfb45070492c67529b46eb48c1,"USDe / USDC 0.003%",uniswap-v4-ethereum,ethena-usde,usd-coin,,,above,both_quote,5828656,409878180
0x3ea74c37fbb79dfcd6d760870f0f4e00cf4c3960b3259d0d43f211c0547394c1,"USDC / WBTC 0.05%",uniswap-v4-ethereum,usd-coin,wrapped-bitcoin,,,above,both_quote,5706185,60772488
0x656341ef90b622c6634e0573772ffb7f3669b9f3,"crvUSD / WETH",curve,crvusd,weth,,,above,both_quote,5556340,68462390
0x2f92b371aef58f0abe9c10c06423de083405991f2839638914a1031e91d9a723,"cbBTC / WBTC 0.01%",uniswap-v4-ethereum,coinbase-wrapped-btc,wrapped-bitcoin,,,above,both_quote,5534924,66302937
